Email Subject,Email Body,Time Sent,Response Time,Level,Engagement score
Partnership Proposal,Here is an update on the project progress. Let us know your thoughts.,2023-12-11 12:09:00,2023-12-11 21:09:00,High,74
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-10-12 02:59:00,2023-10-13 12:59:00,Cold,76
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-07-31 19:40:00,2023-08-01 05:40:00,High,65
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-01-24 08:18:00,2023-01-24 12:18:00,Hot,71
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-08-04 16:38:00,2023-08-04 18:38:00,Hot,62
Special Offer,Your contract renewal is coming up. Let's schedule a discussion.,2023-07-10 05:59:00,2023-07-10 10:59:00,Hot,65
Monthly Report,Join our upcoming webinar on industry trends. Register now!,2023-04-14 22:16:00,2023-04-15 05:16:00,High,66
Meeting Request,Don't miss out on our special discount offers this week!,2023-06-29 19:51:00,2023-07-01 17:51:00,Cold,68
Special Offer,Attached is the monthly report. Please review it and share feedback.,2023-02-23 19:54:00,2023-02-24 01:54:00,High,70
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-06-02 09:05:00,2023-06-02 15:05:00,High,90
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-07 12:43:00,2023-10-09 02:43:00,Cold,2
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-03-24 07:23:00,2023-03-24 13:23:00,High,62
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-09-01 14:44:00,2023-09-01 18:44:00,Hot,75
Contract Renewal,Here is an update on the project progress. Let us know your thoughts.,2023-05-11 05:21:00,2023-05-11 08:21:00,Hot,83
Special Offer,Don't miss out on our special discount offers this week!,2023-11-19 07:55:00,2023-11-22 07:55:00,Cold,24
Product Offering,Join our upcoming webinar on industry trends. Register now!,2023-10-11 06:53:00,2023-10-11 11:53:00,Hot,66
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-02-14 07:52:00,2023-02-14 16:52:00,High,94
Meeting Request,We would appreciate your feedback on our recent collaboration.,2023-05-23 00:43:00,2023-05-23 03:43:00,Hot,75
Partnership Proposal,Your contract renewal is coming up. Let's schedule a discussion.,2023-05-30 05:47:00,2023-05-31 06:47:00,Cold,31
Project Update,Here is an update on the project progress. Let us know your thoughts.,2023-04-06 21:33:00,2023-04-07 01:33:00,Hot,66
Project Update,Check out our latest product offerings that might interest you.,2023-06-12 09:55:00,2023-06-12 17:55:00,High,93
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-03-12 08:39:00,2023-03-12 17:39:00,High,75
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-10-22 10:47:00,2023-10-22 15:47:00,Hot,75
Contract Renewal,Attached is the monthly report. Please review it and share feedback.,2023-07-12 00:37:00,2023-07-14 02:37:00,Cold,23
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-01-30 11:51:00,2023-02-02 11:51:00,Cold,82
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-02-22 04:05:00,2023-02-24 04:05:00,Cold,40
Monthly Report,Join our upcoming webinar on industry trends. Register now!,2023-09-23 04:27:00,2023-09-23 13:27:00,High,91
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-12-21 04:45:00,2023-12-22 18:45:00,Cold,22
Meeting Request,We would love to discuss a potential partnership. Let's connect!,2023-02-24 23:45:00,2023-02-26 02:45:00,Cold,51
Feedback Request,We would appreciate your feedback on our recent collaboration.,2023-03-23 13:52:00,2023-03-23 16:52:00,Hot,98
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-08-05 20:14:00,2023-08-07 08:14:00,Cold,94
Follow Up,Check out our latest product offerings that might interest you.,2023-06-03 03:11:00,2023-06-05 23:11:00,Cold,42
Project Update,We would appreciate your feedback on our recent collaboration.,2023-12-23 18:05:00,2023-12-23 19:05:00,Hot,82
Special Offer,Your contract renewal is coming up. Let's schedule a discussion.,2023-03-21 20:42:00,2023-03-22 07:42:00,High,64
Feedback Request,Don't miss out on our special discount offers this week!,2023-07-27 18:09:00,2023-07-28 03:09:00,High,99
Webinar Invitation,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-17 04:47:00,2023-10-18 19:47:00,Cold,46
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-12-29 23:54:00,2023-12-30 02:54:00,Hot,91
Monthly Report,Check out our latest product offerings that might interest you.,2023-07-18 13:51:00,2023-07-19 01:51:00,High,89
Project Update,We would love to discuss a potential partnership. Let's connect!,2023-09-08 10:05:00,2023-09-10 05:05:00,Cold,51
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-10-19 15:33:00,2023-10-21 08:33:00,Cold,9
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-07-19 23:42:00,2023-07-20 07:42:00,High,86
Product Offering,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-08 03:16:00,2023-10-08 04:16:00,Hot,86
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-08-29 02:46:00,2023-08-29 14:46:00,High,64
Feedback Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-06 08:59:00,2023-04-06 19:59:00,High,96
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-08 23:42:00,2023-04-10 02:42:00,Cold,100
Meeting Request,Check out our latest product offerings that might interest you.,2023-10-26 02:50:00,2023-10-28 07:50:00,Cold,85
Follow Up,I am following up on our last conversation. Let me know if you need anything.,2023-12-07 11:19:00,2023-12-07 22:19:00,High,91
Contract Renewal,Here is an update on the project progress. Let us know your thoughts.,2023-01-14 10:58:00,2023-01-14 15:58:00,Hot,64
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-02-27 13:52:00,2023-03-01 10:52:00,Cold,92
Meeting Request,Check out our latest product offerings that might interest you.,2023-11-29 23:20:00,2023-12-02 11:20:00,Cold,6
Follow Up,Attached is the monthly report. Please review it and share feedback.,2023-09-06 05:05:00,2023-09-06 10:05:00,Hot,99
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-04-17 08:06:00,2023-04-19 15:06:00,Cold,33
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-05-27 09:03:00,2023-05-27 19:03:00,High,91
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-04-21 05:32:00,2023-04-21 09:32:00,Hot,82
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-11-21 02:33:00,2023-11-21 13:33:00,High,65
Webinar Invitation,"Hello, we would like to schedule a meeting to discuss your needs.",2023-06-03 05:23:00,2023-06-03 17:23:00,High,80
Meeting Request,Check out our latest product offerings that might interest you.,2023-03-21 15:46:00,2023-03-21 22:46:00,High,65
Project Update,We would love to discuss a potential partnership. Let's connect!,2023-03-18 10:24:00,2023-03-18 17:24:00,High,73
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-01-24 09:19:00,2023-01-24 10:19:00,Hot,68
Project Update,We would appreciate your feedback on our recent collaboration.,2023-05-16 00:05:00,2023-05-16 02:05:00,Hot,90
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-06-08 05:26:00,2023-06-09 10:26:00,Cold,14
Monthly Report,Join our upcoming webinar on industry trends. Register now!,2023-06-17 05:00:00,2023-06-17 06:00:00,Hot,76
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-04-17 21:05:00,2023-04-20 21:05:00,Cold,43
Webinar Invitation,Here is an update on the project progress. Let us know your thoughts.,2023-08-20 16:16:00,2023-08-21 00:16:00,High,76
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-04-30 17:45:00,2023-04-30 23:45:00,High,68
Contract Renewal,Don't miss out on our special discount offers this week!,2023-01-03 04:09:00,2023-01-06 02:09:00,Cold,44
Webinar Invitation,Attached is the monthly report. Please review it and share feedback.,2023-07-04 14:18:00,2023-07-05 02:18:00,High,89
Partnership Proposal,Don't miss out on our special discount offers this week!,2023-06-17 08:11:00,2023-06-17 15:11:00,High,78
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-02-24 02:08:00,2023-02-24 04:08:00,Hot,96
Project Update,Don't miss out on our special discount offers this week!,2023-03-09 05:09:00,2023-03-09 07:09:00,Hot,70
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-01-16 17:32:00,2023-01-18 01:32:00,Cold,56
Monthly Report,"Hello, we would like to schedule a meeting to discuss your needs.",2023-04-30 19:09:00,2023-05-02 23:09:00,Cold,62
Feedback Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-09-13 11:31:00,2023-09-13 12:31:00,Hot,86
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-10-18 23:29:00,2023-10-21 00:29:00,Cold,70
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-06-27 23:12:00,2023-06-28 00:12:00,Hot,94
Feedback Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-12-17 01:59:00,2023-12-19 07:59:00,Cold,64
Follow Up,Attached is the monthly report. Please review it and share feedback.,2023-02-05 16:08:00,2023-02-05 17:08:00,Hot,86
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-04 08:32:00,2023-03-05 21:32:00,Cold,12
Project Update,I am following up on our last conversation. Let me know if you need anything.,2023-10-05 13:07:00,2023-10-07 01:07:00,Cold,28
Meeting Request,Join our upcoming webinar on industry trends. Register now!,2023-11-23 11:52:00,2023-11-23 13:52:00,Hot,90
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-11-12 10:29:00,2023-11-12 17:29:00,High,63
Feedback Request,We would appreciate your feedback on our recent collaboration.,2023-08-21 18:22:00,2023-08-22 23:22:00,Cold,43
Contract Renewal,Here is an update on the project progress. Let us know your thoughts.,2023-06-02 22:38:00,2023-06-03 01:38:00,Hot,98
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-05-24 14:45:00,2023-05-24 15:45:00,Hot,75
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-12-01 05:20:00,2023-12-01 13:20:00,High,72
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-07-11 06:17:00,2023-07-11 10:17:00,Hot,90
Partnership Proposal,Don't miss out on our special discount offers this week!,2023-01-06 14:13:00,2023-01-06 19:13:00,Hot,92
Feedback Request,Here is an update on the project progress. Let us know your thoughts.,2023-04-25 07:19:00,2023-04-25 14:19:00,High,89
Project Update,We would love to discuss a potential partnership. Let's connect!,2023-05-11 04:38:00,2023-05-11 07:38:00,Hot,98
Feedback Request,Join our upcoming webinar on industry trends. Register now!,2023-09-04 18:33:00,2023-09-04 21:33:00,Hot,86
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-05-21 08:16:00,2023-05-21 20:16:00,High,82
Project Update,Join our upcoming webinar on industry trends. Register now!,2023-07-26 02:04:00,2023-07-26 03:04:00,Hot,91
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-08-12 12:04:00,2023-08-12 13:04:00,Hot,70
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-07-31 21:41:00,2023-08-03 20:41:00,Cold,59
Feedback Request,Don't miss out on our special discount offers this week!,2023-07-27 21:18:00,2023-07-27 23:18:00,Hot,96
Follow Up,Join our upcoming webinar on industry trends. Register now!,2023-06-05 19:10:00,2023-06-05 21:10:00,Hot,82
Partnership Proposal,Check out our latest product offerings that might interest you.,2023-03-24 13:51:00,2023-03-26 04:51:00,Cold,91
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-01-23 21:50:00,2023-01-24 08:50:00,High,70
Feedback Request,Attached is the monthly report. Please review it and share feedback.,2023-11-13 21:25:00,2023-11-14 09:25:00,High,62
Follow Up,Your contract renewal is coming up. Let's schedule a discussion.,2023-10-22 09:37:00,2023-10-22 11:37:00,Hot,80
Webinar Invitation,Check out our latest product offerings that might interest you.,2023-07-30 16:21:00,2023-07-31 01:21:00,High,62
Partnership Proposal,Don't miss out on our special discount offers this week!,2023-08-15 01:32:00,2023-08-15 10:32:00,High,94
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-05-18 06:45:00,2023-05-19 23:45:00,Cold,13
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-02-22 11:36:00,2023-02-25 08:36:00,Cold,8
Monthly Report,Join our upcoming webinar on industry trends. Register now!,2023-04-06 09:42:00,2023-04-06 12:42:00,Hot,91
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-08-05 07:14:00,2023-08-05 10:14:00,Hot,90
Project Update,Here is an update on the project progress. Let us know your thoughts.,2023-08-04 13:27:00,2023-08-07 06:27:00,Cold,53
Monthly Report,"Hello, we would like to schedule a meeting to discuss your needs.",2023-08-12 18:07:00,2023-08-15 01:07:00,Cold,31
Meeting Request,Check out our latest product offerings that might interest you.,2023-07-14 21:18:00,2023-07-15 06:18:00,High,95
Meeting Request,Don't miss out on our special discount offers this week!,2023-03-18 02:35:00,2023-03-18 07:35:00,Hot,65
Special Offer,We would appreciate your feedback on our recent collaboration.,2023-04-30 18:51:00,2023-05-01 04:51:00,High,71
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-04-14 15:49:00,2023-04-16 19:49:00,Cold,94
